location,age_group,year,week,date,value_0w,value_1w,value_2w,value_3w,value_4w,value_5w,value_6w,value_7w,value_8w,value_9w,value_10w,value_>10w
DE,00+,2023,36,2023-09-10,937,0,3,,,,,,,,,
DE,00+,2023,37,2023-09-17,1020,47,,,,,,,,,,
DE,00+,2023,38,2023-09-24,1149,,,,,,,,,,,
DE,00-04,2023,36,2023-09-10,2873,44,0,,,,,,,,,
DE,00-04,2023,37,2023-09-17,3222,119,,,,,,,,,,
DE,00-04,2023,38,2023-09-24,3496,,,,,,,,,,,
DE,05-14,2023,36,2023-09-10,1273,25,13,,,,,,,,,
DE,05-14,2023,37,2023-09-17,1494,83,,,,,,,,,,
DE,05-14,2023,38,2023-09-24,1623,,,,,,,,,,,
DE,15-34,2023,36,2023-09-10,1312,0,14,,,,,,,,,
DE,15-34,2023,37,2023-09-17,1397,77,,,,,,,,,,
DE,15-34,2023,38,2023-09-24,1536,,,,,,,,,,,
DE,35-59,2023,36,2023-09-10,846,0,0,,,,,,,,,
DE,35-59,2023,37,2023-09-17,922,14,,,,,,,,,,
DE,35-59,2023,38,2023-09-24,1062,,,,,,,,,,,
DE,60+,2023,36,2023-09-10,315,0,0,,,,,,,,,
DE,60+,2023,37,2023-09-17,337,41,,,,,,,,,,
DE,60+,2023,38,2023-09-24,424,,,,,,,,,,,
DE-BB-BE,00+,2023,36,2023-09-10,1988,0,0,,,,,,,,,
DE-BB-BE,00+,2023,37,2023-09-17,1811,615,,,,,,,,,,
DE-BB-BE,00+,2023,38,2023-09-24,2928,,,,,,,,,,,
DE-BW,00+,2023,36,2023-09-10,530,0,0,,,,,,,,,
DE-BW,00+,2023,37,2023-09-17,788,0,,,,,,,,,,
DE-BW,00+,2023,38,2023-09-24,885,,,,,,,,,,,
DE-BY,00+,2023,36,2023-09-10,663,0,26,,,,,,,,,
DE-BY,00+,2023,37,2023-09-17,815,45,,,,,,,,,,
DE-BY,00+,2023,38,2023-09-24,1062,,,,,,,,,,,
DE-HE,00+,2023,36,2023-09-10,841,45,0,,,,,,,,,
DE-HE,00+,2023,37,2023-09-17,923,105,,,,,,,,,,
DE-HE,00+,2023,38,2023-09-24,1212,,,,,,,,,,,
DE-MV,00+,2023,36,2023-09-10,979,0,250,,,,,,,,,
DE-MV,00+,2023,37,2023-09-17,1261,258,,,,,,,,,,
DE-MV,00+,2023,38,2023-09-24,1946,,,,,,,,,,,
DE-NI-HB,00+,2023,36,2023-09-10,1896,0,23,,,,,,,,,
DE-NI-HB,00+,2023,37,2023-09-17,2040,71,,,,,,,,,,
DE-NI-HB,00+,2023,38,2023-09-24,2025,,,,,,,,,,,
DE-NW,00+,2023,36,2023-09-10,1261,17,0,,,,,,,,,
DE-NW,00+,2023,37,2023-09-17,1197,54,,,,,,,,,,
DE-NW,00+,2023,38,2023-09-24,1181,,,,,,,,,,,
DE-RP-SL,00+,2023,36,2023-09-10,1345,64,84,,,,,,,,,
DE-RP-SL,00+,2023,37,2023-09-17,1888,20,,,,,,,,,,
DE-RP-SL,00+,2023,38,2023-09-24,3555,,,,,,,,,,,
DE-SH-HH,00+,2023,36,2023-09-10,1875,48,0,,,,,,,,,
DE-SH-HH,00+,2023,37,2023-09-17,2120,0,,,,,,,,,,
DE-SH-HH,00+,2023,38,2023-09-24,2188,,,,,,,,,,,
DE-SN,00+,2023,36,2023-09-10,857,0,0,,,,,,,,,
DE-SN,00+,2023,37,2023-09-17,1061,0,,,,,,,,,,
DE-SN,00+,2023,38,2023-09-24,1082,,,,,,,,,,,
DE-ST,00+,2023,36,2023-09-10,895,103,15,,,,,,,,,
DE-ST,00+,2023,37,2023-09-17,1065,34,,,,,,,,,,
DE-ST,00+,2023,38,2023-09-24,580,,,,,,,,,,,
DE-TH,00+,2023,36,2023-09-10,1266,0,53,,,,,,,,,
DE-TH,00+,2023,37,2023-09-17,1273,77,,,,,,,,,,
DE-TH,00+,2023,38,2023-09-24,901,,,,,,,,,,,
