date,year,week,location,age_group,value
2015-02-15,2015,7,DE,00+,1
2015-09-20,2015,38,DE,00+,1
2015-10-11,2015,41,DE,00+,2
2015-11-01,2015,44,DE,00+,2
2015-11-08,2015,45,DE,00+,3
2015-11-15,2015,46,DE,00+,2
2015-11-22,2015,47,DE,00+,2
2015-11-29,2015,48,DE,00+,5
2015-12-06,2015,49,DE,00+,4
2015-12-13,2015,50,DE,00+,7
2015-12-20,2015,51,DE,00+,12
2015-12-27,2015,52,DE,00+,17
2016-01-03,2015,53,DE,00+,9
2016-01-10,2016,1,DE,00+,39
2016-01-17,2016,2,DE,00+,51
2016-01-24,2016,3,DE,00+,88
2016-01-31,2016,4,DE,00+,91
2016-02-07,2016,5,DE,00+,118
2016-02-14,2016,6,DE,00+,141
2016-02-21,2016,7,DE,00+,169
2016-02-28,2016,8,DE,00+,137
2016-03-06,2016,9,DE,00+,184
2016-03-13,2016,10,DE,00+,115
2016-03-20,2016,11,DE,00+,110
2016-03-27,2016,12,DE,00+,81
2016-04-03,2016,13,DE,00+,57
2016-04-10,2016,14,DE,00+,72
2016-04-17,2016,15,DE,00+,68
2016-04-24,2016,16,DE,00+,23
2016-05-01,2016,17,DE,00+,20
2016-05-08,2016,18,DE,00+,15
2016-05-15,2016,19,DE,00+,13
2016-05-22,2016,20,DE,00+,5
2016-05-29,2016,21,DE,00+,9
2016-06-05,2016,22,DE,00+,2
2016-06-12,2016,23,DE,00+,4
2016-06-19,2016,24,DE,00+,9
2016-06-26,2016,25,DE,00+,5
2016-07-10,2016,27,DE,00+,2
2016-07-17,2016,28,DE,00+,1
2016-07-24,2016,29,DE,00+,1
2016-08-07,2016,31,DE,00+,2
2016-08-14,2016,32,DE,00+,1
2016-08-28,2016,34,DE,00+,3
2016-09-04,2016,35,DE,00+,2
2016-09-11,2016,36,DE,00+,2
2016-09-18,2016,37,DE,00+,1
2016-09-25,2016,38,DE,00+,3
2016-10-02,2016,39,DE,00+,2
2016-10-16,2016,41,DE,00+,2
2016-10-23,2016,42,DE,00+,5
2016-10-30,2016,43,DE,00+,8
2016-11-06,2016,44,DE,00+,11
2016-11-13,2016,45,DE,00+,10
2016-11-20,2016,46,DE,00+,18
2016-11-27,2016,47,DE,00+,39
2016-12-04,2016,48,DE,00+,86
2016-12-11,2016,49,DE,00+,106
2016-12-18,2016,50,DE,00+,185
2016-12-25,2016,51,DE,00+,213
2017-01-01,2016,52,DE,00+,164
2017-01-08,2017,1,DE,00+,207
2017-01-15,2017,2,DE,00+,214
2017-01-22,2017,3,DE,00+,256
2017-01-29,2017,4,DE,00+,277
2017-02-05,2017,5,DE,00+,286
2017-02-12,2017,6,DE,00+,342
2017-02-19,2017,7,DE,00+,228
2017-02-26,2017,8,DE,00+,173
